"POP_ID","Species","streamName","Latitude","Longitude","avgSpawners","nYears","quality","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
45163,"Coho","Nahlin River",58.77672495,-132.0933965,544.090909090909,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,165,1322,322,256,176,970,326,2112,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45149,"Coho","Taku River",58.58141871,-133.6555912,97128.7878787879,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61976,43093,60841,75881,132923,89270,123964,111036,69448,49687,35035,66472,66343,70147,107493,223162,186755,139011,143817,134053,82319,99199,113716,141238,83349,84847,78492,140739,70361,99224,65670,60678,95011
45152,"Coho","Tatsamenie River",58.4400493,-132.3948794,411,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,344,173,663,712,669,1101,730,88,168,62,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45154,"Coho","Tatsatua River",58.53473781,-132.1429556,410.142857142857,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,80,58,643,694,529,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44856,"Coho","Klukshu River",60.11586335,-137.0362158,1848.33333333333,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,2758,30,175,704,1170,189,303,1402,350,71,202,2774,2219,315,8478,1145,788,1232,3564,3465,302,1961,NA,NA,748,9921,3689,750,683,420,300,4275,424,2365,2119,1272,7322,341,1810,2141,966,728,2187
45146,"Chinook","Beatty Creek",58.10228969,-131.1907665,244.347826086957,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,558,567,83,126,147,183,312,593,362,271,193,362,757,184,152,218,218,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,25,NA,17,NA
45494,"Chinook","Christina Creek",57.24130661,-131.8530702,275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45147,"Chinook","Little Tahltan River",58.12105429,-131.3202863,4185.125,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,2137,3334,2830,594,1294,3430,3463,5148,7619,4914,4809,4819,6758,11509,6508,3207,4843,5611,4916,4940,6739,9970,7972,6760,16631,7484,3945,574,2802,2344,1278,1252,771,1061,209,920,1239,739,866,NA
45145,"Chinook","Tahltan River",58.00994991,-130.9812919,1371.65,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118,960,1852,1690,453,NA,1490,1400,1390,4384,NA,2134,2445,1891,2249,NA,696,772,260,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,53,95,NA,NA,NA
45136,"Chinook","Iskut River",56.74862595,-131.7831705,290,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45489,"Chinook","Katete River",56.66608323,-131.8159447,1775.22222222222,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118,1960,1852,1690,453,NA,1490,1400,1390,4384,NA,2134,2445,1891,4010,2422,696,772,260,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3341,"Chinook","Stikine River",56.65763571,-131.8489365,30404.4347826087,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31718,31509,28133,23716,30301,66646,53983,43022,52538,63373,40181,25069,26284,15118,18312,17652,27542,20154,27701,25855,13789,7938,8768,NA
45167,"Chinook","Dudidontu River",58.78941351,-131.9852257,489.3125,32,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,40,18,NA,9,158,74,130,117,NA,475,413,287,243,204,820,804,768,1020,573,731,1810,943,807,527,482,479,834,644,1036,318,395,4,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
